,level_0,index,propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,distance,description,hasVideo,status,newDevelopment,priceByArea,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,topNewDevelopment,superTopHighlight,floor,hasLift,parkingSpace,district,labels,highlight,neighborhood
59,9,,32302045,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/69/82/75/222343000.jpg,125311027-136,50,208000.0,chalet,sale,179.0,3,2,Rua do Caleiro,Braga,Fonte Arcada e Oliveira,pt,41.57658,-8.2434761,False,https://www.idealista.pt/imovel/32302045/,54004,"INMUEBLES PROMOCIONADOS EN EL SISTEMA DE PROPUESTAS MÚLTIPLES Precio base: 208.000 €.El propietario estará disponible, para analizar todas las propuestas presentadas en carta cerrada, por encima de este valor, el 23/10/2023. Si el propietario considera que se cumplen las condiciones para la aceptación de uno de los propuestas, podrá pedir a todos los presentes que presenten contrapropuestas. La propiedad se considerará vendida con la firma del contrato de compraventa. Visitas: 21/10/2023 de 10:00 a 12:00 horas. Apertura de Propuestas y presentación al propietario: 23/10/2023 a las 10:00 horas en el lugar: Agencia Remax Satisfactor, Póvoa de Lanhoso. Casa T3 de una sola planta, ubicada en Oliveira - Póvoa de Lanhoso, entrará en el sistema de propuestas múltiples.La base de puja será de 208.000€ y se podrá visitar el inmueble el día 21 de octubre de 10:00 a 12:00 horas.El día de presentación de propuestas será el 23 de octubre, en Remax SATISFACTOR, en Póvoa de Lanhoso. Casa con 179 m2 de área bruta de construcción, ubicada en un terreno de 1866m2 Que consiste en: 3 dormitorios (1 suite) 2 baños Cocina y salón diáfanos, con acceso al exterior. Marcos de aluminio con doble acristalamiento. persianas eléctricas Terreno debidamente delimitado con muros de piedra. ¿POR QUÉ elegir Remax para ayudarle a comprar su propiedad? Contamos con un equipo calificado que te acompañará en todas las etapas del proceso de compra: - Calificación del producto; - Calificación financiera (Obtención de viabilidad crediticia); - Calificación motivacional; - Elección de las propiedades correctas para visitar; - Visitas a propiedades seleccionadas; - Capacidad para negociar; - Redacción del contrato de promesa de compraventa; - Soporte en el proceso de crédito; - Soporte procesal y legal; - Acompañamiento en la escritura; ¡Póngase en contacto con nosotros! - Calificación del producto; - Calificación financiera (Obtención de viabilidad crediticia); - Calificación motivacional; - Elección de las propiedades correctas para visitar; - Visitas a propiedades seleccionadas; - Capacidad para negociar; - Redacción del contrato de promesa de compraventa; - Soporte en el proceso de crédito; - Apoyo procesal legal; - Acompañamiento en la escritura; ¡Póngase en contacto con nosotros!",True,good,False,1162.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Fonte Arcada e Oliveira, Póvoa de Lanhoso', 'title': 'Casa independiente en Rua do Caleiro'}",True,True,False,False,False,False,,,,,,,
60,10,,32878377,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/39/11/e2/223721149.jpg,101833,22,116000.0,chalet,sale,66.0,2,1,Freixo,Porto,Campanhã,pt,41.1465679,-8.586607,False,https://www.idealista.pt/imovel/32878377/,1736,"Oportunidad de inversión única para vivienda propia o alojamiento local, con maravillosas vistas sobre Freixo y el río Duero, justo en frente de la playa de Areinho. Para reconstruir, con un mínimo de tipo T2 y zona exterior. En el centro de la ciudad, eso sí, en una zona tranquila, en ascenso y con unas vistas impresionantes. En Travessa da Presa en Agra, ven y descubre tu nuevo hogar. Excluidos de la SCE, en virtud del inciso g) del apartado 2 del artículo 18 del Decreto-Ley nº 101-D/2020, de 7 de diciembre ref: 101833.",False,renew,False,1758.0,{'typology': 'chalet'},"{'subtitle': 'Campanhã, Porto', 'title': 'Chalet'}",False,False,False,False,False,False,,,,Freixo,,,
61,11,,32905452,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/62/7b/8f/224454637.jpg,125311290-11,23,175000.0,flat,sale,90.0,3,2,Fonte Arcada e Oliveira,Braga,Fonte Arcada e Oliveira,pt,41.5784342,-8.2461998,False,https://www.idealista.pt/imovel/32905452/,54064,,False,good,False,1944.0,{'typology': 'flat'},"{'subtitle': 'Fonte Arcada e Oliveira, Póvoa de Lanhoso', 'title': 'Piso'}",False,False,False,False,False,False,,,,,,,
62,12,,32850874,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/19/08/49/222487193.jpg,MUDDA.3295.12989,1,395000.0,flat,sale,285.0,4,1,Barrosa - Devesas - Telheira do Meio,Porto,Santa Marinha e São Pedro da Afurada,pt,41.1289747,-8.6157385,False,https://www.idealista.pt/imovel/32850874/,4748,,False,good,False,1386.0,{'typology': 'flat'},"{'subtitle': 'Santa Marinha e São Pedro da Afurada, Vila Nova de Gaia', 'title': 'Piso'}",True,False,False,False,False,False,,,,Barrosa - Devesas - Telheira do Meio,,,
63,13,,32550797,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/05/96/56/224674708.jpg,7567,25,120000.0,flat,sale,86.0,2,1,Arada - São João - S. Vicente de Pereira Jusã,Aveiro,Ovar - São João - Arada - São Vicente de Pereira Jusã,pt,40.8700479,-8.613488,False,https://www.idealista.pt/imovel/32550797/,32455,"*la propiedad está arrendada* Apartamento de 2 dormitorios situado en São Vicente de Pereira Jusã, Ovar. Esta propiedad se encuentra en la planta baja y tiene dos dormitorios y un baño, con una superficie privada bruta de 86m2. Se encuentra en una zona con buen acceso y muy cerca de las carreteras principales. Esta propiedad se encuentra en una zona residencial tranquila, cerca de varios servicios y comercio: - 30m de un restaurante; - 400m de una panadería; - 700m de una escuela básica; - A 800m de una gasolinera. Si está buscando un apartamento con una buena ubicación y buen acceso, esta es la propiedad para usted. Ven a ver todos los detalles. Somos Intermediarios de Crédito, autorizados por el Banco de Portugal, nos encargamos de todo el proceso de financiación bancaria.",False,good,False,1395.0,{'typology': 'flat'},"{'subtitle': 'Ovar - São João - Arada - São Vicente de Pereira Jusã, Ovar', 'title': 'Piso'}",False,False,False,False,False,False,,,,Arada - São João - S. Vicente de Pereira Jusã,,,
64,14,,32339984,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/ff/ac/00/227606378.jpg,I-M1474,24,399900.0,chalet,sale,400.0,4,1,Meinedo,Porto,Meinedo,pt,41.2575746,-8.2529221,False,https://www.idealista.pt/imovel/32339984/,29229,,True,good,False,1000.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Meinedo, Lousada', 'title': 'Casa independiente'}",False,False,False,False,False,False,,,,,,,
65,15,,32911136,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/6e/7a/a0/226069446.jpg,124541111-163,36,99500.0,chalet,sale,900.0,3,1,Cova da Raposa,Aveiro,Angeja,pt,40.6887695,-8.5538489,False,https://www.idealista.pt/imovel/32911136/,52511,Vivienda unifamiliar de 3 dormitorios con terreno y dependencias en la parte trasera. Esta casa está ubicada cerca de la A25 y tiene fácil acceso a otras autopistas.Necesita trabajos de restauración y tiene mucho potencial para transformarse en la casa de sus sueños. Tiene pozo. Ven a visitar! Vivienda unifamiliar de 3 dormitorios con terreno y dependencias en la parte trasera. Esta casa está ubicada cerca de la A25 y tiene fácil acceso a otras autopistas.Necesita trabajos de restauración y tiene mucho potencial para transformarse en la casa de sus sueños. Tiene pozo. Ven a visitar!,True,renew,False,111.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Angeja, Albergaria-a-Velha', 'title': 'Casa independiente en Cova da Raposa'}",True,False,False,False,False,False,,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,,,
66,16,,32538923,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/b2/a4/6c/210525133.jpg,585F,19,120000.0,flat,sale,85.0,2,1,Arada - São João - S. Vicente de Pereira Jusã,Aveiro,Ovar - São João - Arada - São Vicente de Pereira Jusã,pt,40.8701105,-8.6111361,False,https://www.idealista.pt/imovel/32538923/,32430,,True,good,False,1412.0,{'typology': 'flat'},"{'subtitle': 'Ovar - São João - Arada - São Vicente de Pereira Jusã, Ovar', 'title': 'Piso'}",False,False,False,False,False,False,,,,Arada - São João - S. Vicente de Pereira Jusã,,,
67,17,,32944580,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/f0/49/60/225884224.jpg,C0474-ZTRE-01732,36,120000.0,flat,sale,85.0,2,1,Arada - São João - S. Vicente de Pereira Jusã,Aveiro,Ovar - São João - Arada - São Vicente de Pereira Jusã,pt,40.8714328,-8.6134193,False,https://www.idealista.pt/imovel/32944580/,32301,,False,good,False,1412.0,{'typology': 'flat'},"{'subtitle': 'Ovar - São João - Arada - São Vicente de Pereira Jusã, Ovar', 'title': 'Piso'}",True,False,False,False,False,False,,False,,Arada - São João - S. Vicente de Pereira Jusã,,,
68,18,,32919037,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/eb/94/4f/224934214.jpg,123061252-46,25,215000.0,flat,sale,188.0,4,3,Rua Comandante José Luis de Pina,Braga,Urgezes,pt,41.4384935,-8.2921986,False,https://www.idealista.pt/imovel/32919037/,39027,,False,good,False,1144.0,{'typology': 'flat'},"{'subtitle': 'Urgezes, Guimarães', 'title': 'Piso en Rua Comandante José Luis de Pina'}",False,False,False,False,False,False,,,,,,,
69,19,,32731183,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/eb/8c/9a/217697853.jpg,0101-32,39,265000.0,chalet,sale,258.0,4,2,Lagos - Chavinha,Porto,Mafamude e Vilar do Paraíso,pt,41.1108603,-8.6176153,False,https://www.idealista.pt/imovel/32731183/,6468,"Vivienda de 4 dormitorios repartidos en dos plantas. Zona Chavinha. Casa con dos entradas independientes, pero con conexión interna a ambas plantas. En la planta baja se encuentran 2 dormitorios más interior con armario empotrado, baño completo, salón y cocina. En la planta superior se encuentran 2 dormitorios, un baño completo, amplio salón, cocina y terraza acristalada. Ambas plantas tienen acceso a la terraza en la parte trasera de la casa, donde encontramos un pequeño jardín, dependencias y un punto de agua exterior. El garaje de la casa tiene 75m2 y es completamente espacioso. La villa está ubicada en una excelente ubicación, cerca de transporte público, tiendas, restaurantes, buen acceso a la A44 y A1, al centro comercial Gaia y a la Avenida da Republica. La propiedad tiene la posibilidad de convertirse en 2 plantas independientes.",False,good,False,1027.0,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}","{'subtitle': 'Mafamude e Vilar do Paraíso, Vila Nova de Gaia', 'title': 'Chalet adosado'}",False,False,False,False,False,False,,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Lagos - Chavinha,,,
70,20,,32872231,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/2c/23/45/227515279.jpg,ND10145,19,120000.0,chalet,sale,140.0,0,0,Ribeira do Neiva,Braga,Ribeira do Neiva,pt,41.6693842,-8.5043901,False,https://www.idealista.pt/imovel/32872231/,56891,"¡Excelente oportunidad de inversión! Chalet de piedra, de dos plantas, para restauración, insertado en una propiedad de unos 1400m2, todo amurallado y con tres entradas diferentes. La propiedad tiene dos depósitos, independencias, árboles frutales y una gran parcela.   Esta propiedad tiene como privilegio su ubicación, dimensiones generosas y rusticidad. ¡Reserva tu visita ahora!   ¡Contáctanos y ven a conocer la casa ideal para ti, tu nuevo hogar! Nedyal-Inmobiliaria Licencia 20881.",False,renew,False,857.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Ribeira do Neiva, Vila Verde', 'title': 'Casa independiente'}",False,False,False,False,False,False,,,,,,,
71,21,,32544810,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/00/31/6f/217739063.jpg,ZTRE-01732,16,120000.0,flat,sale,85.0,2,1,Praceta Mãe d'Água,Aveiro,Ovar - São João - Arada - São Vicente de Pereira Jusã,pt,40.8726459,-8.6120431,False,https://www.idealista.pt/imovel/32544810/,32156,"Piso de 2 dormitorios con una superficie total de 85 metros cuadrados, ubicado en São João de Ovar, Ovar, distrito de Aveiro.Zona con buena accesibilidad, con proximidad a vías principales.La propiedad está ubicada en una tranquila zona residencial.Piso situado en la planta baja de un edificio de 3 plantas sin ascensor.Sin garaje.Para más información, contáctenos hoy.Referencia interna: ZTRE-01732.",True,renew,False,1412.0,{'typology': 'flat'},"{'subtitle': 'Ovar - São João - Arada - São Vicente de Pereira Jusã, Ovar', 'title': ""Piso en Praceta Mãe d'Água""}",False,False,False,False,False,False,bj,False,,Arada - São João - S. Vicente de Pereira Jusã,,,
72,22,,32685020,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/af/dc/ab/216046902.jpg,7617,42,179000.0,chalet,sale,386.0,3,2,Centro de Oliveira de Azeméis,Aveiro,Oliveira de Azeméis - Santiago da Riba-Ul - Ul - Macinhata da Seixa - Madail,pt,40.8400759,-8.4790971,False,https://www.idealista.pt/imovel/32685020/,36597,"Casas para recuperación/reconstrucción en Santiago de Riba-Ul, Oliveira de Azeméis. Villas ubicadas en una parcela de terreno con 1800m2, a 5 minutos en coche del centro de Oliveira de Azeméis. Excelente oportunidad de inversión. Casa principal compuesta por: - Tres cuartas partes; - Baño completo con base de ducha; -Cocina; - Sala de estar / comedor; -Almacenamiento; En el exterior de la villa principal podemos encontrar (como se describe en el plano): - Zona de porche; - Área estable; - Zona de corral; - Zona Eira con gallineros; - Servicio de WC; -Almacenamiento. En la parcela de la villa podemos encontrar un gran espacio ajardinado, un depósito y un depósito de agua. Si está buscando una villa con mucho terreno ubicada en una zona residencial tranquila, pero cerca de la ciudad, esta es una excelente oportunidad de inversión para usted. Ven a ver todos los detalles. Somos Intermediarios de Crédito, autorizados por el Banco de Portugal, nos encargamos de todo el proceso de financiación bancaria.",False,good,False,464.0,{'typology': 'chalet'},"{'subtitle': 'Oliveira de Azeméis - Santiago da Riba-Ul - Ul - Macinhata da Seixa - Madail, Oliveira de Azeméis', 'title': 'Chalet'}",True,False,False,False,False,False,,,,Centro de Oliveira de Azeméis,,,
73,23,,32628283,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/ae/18/dd/227559127.jpg,01-3200,13,40000.0,chalet,sale,303.0,3,1,Esqueiros - Nevogilde - Travassós,Braga,Esqueiros - Nevogilde - Travassós,pt,41.6609269,-8.4470038,False,https://www.idealista.pt/imovel/32628283/,56679,"Vivienda unifamiliar T3, en estructura. Excelentes áreas. Ubicado en una parcela de 809 m², con impresionantes vistas. Con proyecto aprobado. ¡Venga a conocer! Contacta con tu agencia VIVAS Imobiliária para saber más: ? Avenida Antonio Sérgio, nº.713 | 4730-711 Vila Verde ? ?   Somos un equipo con más de 20 años de saber hacer en el sector, lo que nos permite entender las necesidades de las familias a las que acompañamos en este importante proceso de sus vidas. ¡Estamos listos para ayudarte a encontrar tu hogar! Contamos con diversas herramientas de Marketing y Comunicación, que nos permiten llegar a un mayor número de clientes potenciales. Otros servicios que pueden interesarle: Venta, Compra, Arrendamiento, Valuación de Inmuebles, Gestión de Activos, Gestión Procesal, Ejecución de contratos (Compraventa, Arrendamiento, entre otros), Asesoramiento y orientación en la obtención de Crédito de Vivienda, Apoyo en la contratación de servicios con proveedores , energía, gas, agua y certificación energética, entre otros. .",False,good,False,132.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Esqueiros - Nevogilde - Travassós, Vila Verde', 'title': 'Casa independiente'}",True,False,False,False,False,False,,,,,,,
74,24,,32807518,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/49/26/18/220501604.jpg,2198-2571,14,150000.0,chalet,sale,127.0,3,1,"Rua General Costa Cascais, 42",Aveiro,Esgueira,pt,40.64507,-8.625032,True,https://www.idealista.pt/imovel/32807518/,57469,"Casa T3 para restauración en Esgueira. Situada sobre una parcela de 540 m2, la vivienda tiene una superficie útil de unos 95 m2. También incluía una zona al aire libre. El potencial de esta propiedad es inmenso, ubicada a las puertas de la ciudad de Aveiro y cerca de los principales accesos a la A25 y A17, cerca del acceso a las playas. Esta propiedad cuenta con garaje y terreno, ideal para quienes buscan cercanía a la ciudad, tranquilidad y una zona exterior para relajarse. Casa que necesita trabajos de restauración. Gran opción para tener una vivienda moderna a tu gusto o incluso para inversión. No te pierdas esta oportunidad. ¡Programe su visita ahora!",False,renew,False,1181.0,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}","{'subtitle': 'Esgueira, Aveiro', 'title': 'Chalet pareado en Rua General Costa Cascais, 42'}",False,False,False,False,False,False,,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,,,
75,25,,32969109,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/a2/b0/48/226900129.jpg,123061290-158,50,350000.0,chalet,sale,90.0,3,1,Rua das Condominhas,Porto,Lordelo do Ouro e Massarelos,pt,41.1488992,-8.6526477,False,https://www.idealista.pt/imovel/32969109/,6405,"El inmueble ingresará al Sistema de Propuestas Múltiples desde el 30/10/2023 hasta el día de hoy. Valor base de oferta: 350.000 € Las visitas se programarán con el Consultor a través de la persona de contacto ubicada en la propiedad.La apertura de propuestas será ese día a las 18 horas, en RE/MAX GO, con sede en Rua Teixeira de Pascoais, 614, Azurém, Guimarães.Los propietarios no están obligados a aceptar propuestas si no cumplen con las condiciones esenciales para el negocio.     Moderna villa de 3 dormitorios, completamente reconstruida en 2023, ubicada en una zona privilegiada en Lordelo do Ouro, con magníficas vistas al mar. Propiedad con excelentes materiales de construcción y mucha luz. La propiedad está totalmente equipada, amueblada y decorada, lista para entrar a vivir. La casa consta de 2 plantas: En la 1ª planta baja se encuentra la zona de estar con cocina y electrodomésticos, todo Teka; sala de concepto de espacio abierto; un cuarto; un baño completo; acceso al jardín, con zona de ocio; fantástica barbacoa y un espacio muy amplio para lavandería; En la 2ª planta hay una zona privada con dos dormitorios, ambos suites y armarios, un balcón con vistas al mar; Ubicado en zona céntrica, cerca de comercio, servicios, transporte, colegios internacionales y con excelentes accesos por carretera. Ideal para quienes buscan comodidad y tranquilidad en medio de un ambiente citadino.   SR/FS .",False,good,False,3889.0,{'typology': 'chalet'},"{'subtitle': 'Lordelo do Ouro e Massarelos, Porto', 'title': 'Chalet en Rua das Condominhas'}",False,False,False,False,False,False,,,,Ouro - Condominhas,,,
76,26,,32863761,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/87/3c/2e/222736227.jpg,,18,220000.0,flat,sale,120.0,4,3,São Vicente,Braga,São Vicente,pt,41.5629884,-8.416841,False,https://www.idealista.pt/imovel/32863761/,46703,"Apartamento de 4 habitaciones ubicado en São Vicente, Braga Apartamento con: 4 Dormitorios (uno de ellos es suite) habitación cocina 2 baños 2 balcones Ascensor Despensa Armario plaza de aparcamiento -Está a 1 min del centro de Braga. -Está a 5 minutos de la autopista. ¡Compruebe su visita! Contacto: Contacto para inglés y francés IAM: 19505.",False,good,False,1833.0,{'typology': 'flat'},"{'subtitle': 'São Vicente, Braga', 'title': 'Piso'}",False,False,False,False,False,False,5,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,,,
77,27,,32572935,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/8c/78/e2/211743603.jpg,126311006-273,24,235000.0,flat,sale,133.0,3,2,Avenida de Fernão de Magalhães,Porto,Paranhos,pt,41.1801994,-8.581691,False,https://www.idealista.pt/imovel/32572935/,2194,Excelente apartamento T3; Amplias áreas; Fabulosa exposición al sol; Buena ubicación; Ubicada en un lugar con varios servicios y comercio; Balcón y terraza; despensa; Estacionamiento para un auto; Estacionamiento autorizado; Tránsito de fácil acceso.,False,good,False,1767.0,{'typology': 'flat'},"{'subtitle': 'Paranhos, Porto', 'title': 'Piso en Avenida de Fernão de Magalhães'}",False,False,False,False,False,False,,,,Areosa - Fernão de Magalhães,,,
78,28,,32343560,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/35/a1/97/226745420.jpg,86035,18,445000.0,flat,sale,125.0,3,3,São João da Madeira,Aveiro,São João da Madeira,pt,40.8961611,-8.4825618,False,https://www.idealista.pt/imovel/32343560/,30477,ref: 86035.,False,good,False,3560.0,{'typology': 'flat'},"{'subtitle': 'São João da Madeira', 'title': 'Piso'}",False,False,False,False,False,False,,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,,,
79,29,,32232342,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/29/d3/9e/228069538.jpg,CRG1752,23,250000.0,chalet,sale,165.0,4,3,Gulpilhares,Porto,Gulpilhares e Valadares,pt,41.0678061,-8.623408,False,https://www.idealista.pt/imovel/32232342/,11012,,True,good,False,1515.0,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}","{'subtitle': 'Gulpilhares e Valadares, Vila Nova de Gaia', 'title': 'Chalet adosado'}",True,False,True,False,False,False,,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Gulpilhares,,,
80,30,,32859258,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/7b/60/11/222581103.jpg,VC04410,24,140000.0,chalet,sale,160.0,3,2,Macieira da Maia,Porto,Macieira da Maia,pt,41.3413537,-8.6603618,False,https://www.idealista.pt/imovel/32859258/,21241,"Villa de 3 dormitorios en venta en Macieira da Maia. Casa con excelente exposición al sol y buenas zonas. Consta de tres dormitorios, dos baños, cocina, salón y garaje. También tiene una zona al aire libre con varios árboles frutales y dependencias para el almacenamiento. Con buen acceso a Vila do Conde y la autopista A28. Ref. : VC04410. DETALLES: Área de trazado: 237 m2 Área: 160 m2 Area util: 160 m2 Área de Implantación: 80 m2 Área de construcción: 160 m2 Dormitorios: 3 Baños: 2 Garage: 1 Eficiencia energética: C CARACTERISTICAS: Exposición solar: este/oeste ENTREPORTAS  ENTREPORTAS Fundada en 2004, ENTREPORTAS® es líder en mediación inmobiliaria en los mercados donde opera, ofreciendo un servicio de calidad e innovador.  ENTREPORTAS marca una fuerte presencia en el norte de Portugal, con 7 oficinas distribuidas en las ciudades de Viana do Castelo, Póvoa de Varzim, Vila do Conde, Marco de Canaveses y Caminha.  ENTREPORTAS es actualmente una referencia en el mercado inmobiliario en el norte de Portugal, por eso somos la elección natural para quien está pensando en comprar o vender una propiedad.   NUESTRA CASA ES SU CASA.  LIC AMI 6139; LIC AMI 9250; LIC AMI 9063.",True,good,False,875.0,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}","{'subtitle': 'Macieira da Maia, Vila do Conde', 'title': 'Chalet pareado'}",False,False,False,False,False,False,,,,,,,
81,31,,32233700,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/80/f4/eb/228038647.jpg,CRG1730,15,136000.0,flat,sale,67.0,2,1,Rua de Sacadura Cabral,Porto,Oliveira do Douro,pt,41.1277909,-8.5882213,False,https://www.idealista.pt/imovel/32233700/,3761,,True,good,False,2030.0,{'typology': 'flat'},"{'subtitle': 'Oliveira do Douro, Vila Nova de Gaia', 'title': 'Piso en Rua de Sacadura Cabral'}",True,False,True,False,False,False,2,False,,Gervide,,,
82,32,,32930635,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/35/23/d5/225326808.jpg,AR/03089,25,945000.0,penthouse,sale,298.0,5,4,Rua Calisto Piso s/n,Porto,Canidelo,pt,41.1328824,-8.6675239,True,https://www.idealista.pt/imovel/32930635/,8126,"Promoción situada a orillas del río Duero y del Océano Atlántico, en Vila Nova de Gaia que reúne río, mar y un enorme espacio verde desde cualquiera de sus perspectivas. Situada en un lugar idílico, cuenta con un conjunto de características e instalaciones únicas a su alrededor que la diferencian de cualquier otra promoción.En la zona costera de Vila Nova de Gaia cabe destacar su proximidad tanto a la playa como al río, así como las vistas que proporciona su posicionamiento. Se encuentran a 10 minutos en coche de la línea V del metro.No.Gaia, a 15 minutos del aeropuerto ya 15 minutos del centro de Oporto. En los alrededores encontrará varios restaurantes/bares, supermercados, gimnasios, colegios y espacios de ocio al aire libre como Marina da Afurada, la Reserva Natural Local del Estuario del Duero, Cais de Gaia y, en el futuro, el 'parque de la ciudad' de Afurada. . Compuesto por tipologías desde T2 a T5, con áreas desde 119 m2 hasta 376 m2, con una arquitectura única y llena de detalles diferenciadores, es un desarrollo donde disfrutar de una calidad de vida con tranquilidad y seguridad. Los apartamentos están equipados con aire acondicionado, persianas eléctricas, armarios empotrados, doble acristalamiento y ascensor. ¡Invertir en este emprendimiento será sin duda una inversión futura en tu calidad de vida! Carlos Prata.",True,good,False,3171.0,"{'typology': 'flat', 'subTypology': 'penthouse'}","{'subtitle': 'Canidelo, Vila Nova de Gaia', 'title': 'Ático en Rua Calisto Piso s/n'}",True,False,False,False,False,False,5,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Lavadores,,,
83,33,,32574410,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/09/82/5f/225714809.jpg,SV/0419,30,99000.0,chalet,sale,61.0,1,1,Rua Emigrante,Aveiro,Canedo - Vale - Vila Maior,pt,40.9767314,-8.434823,False,https://www.idealista.pt/imovel/32574410/,23705,"Edificio urbano ubicado en una parcela de 960 m2 en la parroquia de Vale. Propiedad ubicada en la extinta parroquia de Vale (Santa Maria da Feira), frente a Rua Pena D' Além y Rua do Outeiro, en el lugar de Carvalhas. Actualmente en este terreno existe una casa en ruinas, lo que permite la reconstrucción y ampliación del edificio existente o la construcción de una casa de 1 planta desde cero. Un certificado fue emitido por el Ayuntamiento de Santa Maria da Feira acreditando que esta casa fue construida en una fecha anterior al 7 de agosto de 1951. Coordenadas de ubicación: Según el Plan Maestro Municipal (PDM) de C.METRO.de Sta.Maria da Feira, respecto al ""Régimen de Edificabilidad"", indica lo siguiente: ""Espacios residenciales Nivel III. Los espacios residenciales de nivel III están sujetos al siguiente régimen de edificabilidad: a) estén destinados a vivienda, aunque podrán permitirse otros usos, siempre que no existan motivos de incompatibilidad con el uso dominante; b) el índice máximo de uso del suelo es 0,70; c) la superficie mínima de los lotes es de 200 m2, debiendo tener frentes mínimos de 8, 11 y 18 metros, respectivamente, según se trate de edificaciones adosadas, adosadas o aisladas; d) número máximo de pisos por encima del nivel umbral inferior a 2, permitiéndose la adición de un piso más siempre que el último se destine a cubierta abuhardillada o suelo empotrado. Se permiten excepciones a este artículo, siempre que sean aprobadas por la autoridad local, en situaciones de colmatación del tejido urbano existente, cuando por razones de integración urbanística, el respeto a las alineaciones, retranqueos, plantas o profundidades constructivas de las edificaciones adyacentes existentes. deben garantizarse, o en casos concretos de soluciones arquitectónicas especiales.&quot; Puntos de interés: - 600 metros de la escuela primaria; - A 500 metros del centro de salud Vale. - 11 min.el Grupo Escolar Canedo; - 11 min.de la Junta de Freg.de la Unión Freg.de Canedo, Vale y Vila Maior; - A 11 minutos del Centro de Salud de Canedo - A 6 km de Intermarché y Continente Bom Dia de Canedo; - A 7 minutos de la entrada a la A32; - A 18 km del centro de Sta.María da Feira; - A 30 minutos de Espinho. Consulte también los otros terrenos que tenemos disponibles para la venta en la misma ubicación, utilizando las referencias SV/0420 y SV/0421. ¡Aprovecha la oportunidad de construir la casa de tus sueños, en una zona tranquila y rodeada de naturaleza!",False,renew,False,1623.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Canedo - Vale - Vila Maior, Santa Maria da Feira', 'title': 'Casa independiente en Rua Emigrante'}",True,False,False,False,False,False,,,,,,,
